Order_ID,Order_Date,Day_Name,Time_Slot,Order_Type,Customer_ID,Customer_Type,Visit_Count_Week,Section,Item_Name,Category,Quantity,Unit_Price,Unit_Cost,Payment_Method,Discount_Applied,Discount_Percent,Wait_Time_Minutes,Staff_Shift
106019,1/27/2026,Tuesday,Evening,Takeaway,C0115,Repeat,4,Desi Food,Chicken White Karahi,Main Course,3,1950,1200,Card,Yes,10,27,Night
106020,10/14/2025,Tuesday,Night,Takeaway,C1444,Repeat,2,Juice Bar,Mango Juice,Drink,2,250,90,Card,Yes,5,14,Night
106021,12/9/2025,Tuesday,Evening,Takeaway,C1942,Repeat,2,Desi Food,Daal Mash,Main Course,5,600,400,Cash,Yes,10,17,Night
106022,10/4/2025,Saturday,Afternoon,Dine-In,C1653,Repeat,3,Sweet Section,Custard,Dessert,4,150,100,Cash,Yes,5,17,Night
106023,1/23/2026,Friday,Night,Takeaway,C0531,Repeat,2,Sweet Section,Custard,Dessert,1,150,100,Card,No,10,22,Evening
106024,1/24/2026,Saturday,Night,Dine-In,C2575,Repeat,6,Sweet Section,Custard,Dessert,1,150,100,Card,No,10,26,Night
106025,11/14/2025,Friday,Night,Dine-In,C1753,Repeat,5,Desi Food,Daal Mash,Main Course,1,600,400,Card,No,0,24,Night
106026,1/11/2026,Sunday,Evening,Dine-In,C1436,New,1,Sweet Section,Ras Malai,Dessert,5,260,180,Card,Yes,0,27,Night
106027,10/10/2025,Friday,Morning,Takeaway,C1724,Repeat,4,Juice Bar,Pomegranate Juice,Drink,5,350,160,Online,Yes,15,26,Evening
106028,12/28/2025,Sunday,Afternoon,Takeaway,C2083,Repeat,6,Sweet Section,Gajar Halwa,Dessert,5,300,210,Online,No,5,19,Morning
106029,1/11/2026,Sunday,Night,Takeaway,C2633,Repeat,5,Desi Food,Daal Chana,Main Course,2,550,360,Online,Yes,15,16,Morning
106030,10/2/2025,Thursday,Night,Takeaway,C1548,Repeat,3,Desi Food,Chicken Karahi,Main Course,4,1800,1100,Online,Yes,0,8,Evening
106031,12/7/2025,Sunday,Evening,Dine-In,C2235,Repeat,3,Desi Food,Chicken White Karahi,Main Course,4,1950,1200,Card,Yes,5,29,Evening
106032,11/29/2025,Saturday,Night,Takeaway,C1719,New,1,Sweet Section,Gajar Halwa,Dessert,2,300,210,Cash,Yes,5,11,Night
106033,12/31/2025,Wednesday,Afternoon,Takeaway,C2028,Repeat,6,Desi Food,Beef Nihari,Main Course,2,1400,950,Online,Yes,10,29,Evening
106034,10/25/2025,Saturday,Night,Dine-In,C1185,Repeat,4,BBQ,Seekh Kebab,BBQ,5,180,110,Card,No,15,25,Morning
106035,12/9/2025,Tuesday,Afternoon,Takeaway,C2971,Repeat,3,Juice Bar,Pomegranate Juice,Drink,4,350,160,Card,No,5,12,Evening
106036,1/9/2026,Friday,Evening,Dine-In,C1833,Repeat,3,BBQ,Chicken Malai Boti,BBQ,2,520,350,Cash,No,5,20,Night
106037,10/21/2025,Tuesday,Evening,Takeaway,C0924,Repeat,6,Juice Bar,Pomegranate Juice,Drink,3,350,160,Cash,Yes,5,26,Evening
106038,1/18/2026,Sunday,Morning,Dine-In,C0357,Repeat,4,BBQ,Seekh Kebab,BBQ,3,180,110,Online,No,0,9,Evening
106039,1/27/2026,Tuesday,Night,Takeaway,C2320,Repeat,4,Sweet Section,Gulab Jamun,Dessert,5,200,120,Card,No,10,18,Evening
106040,11/13/2025,Thursday,Evening,Dine-In,C2600,Repeat,4,Desi Food,Beef Nihari,Main Course,1,1400,950,Card,No,10,28,Evening
106041,11/16/2025,Sunday,Afternoon,Dine-In,C2741,Repeat,3,Juice Bar,Banana Shake,Drink,5,220,150,Online,Yes,15,19,Night
106042,1/5/2026,Monday,Night,Dine-In,C0997,Repeat,2,Sweet Section,Kheer,Dessert,4,180,140,Online,Yes,0,28,Evening
106043,1/29/2026,Thursday,Night,Dine-In,C2051,Repeat,6,Desi Food,Mutton Karahi,Main Course,5,3200,2200,Cash,Yes,0,17,Evening
106044,10/15/2025,Wednesday,Night,Dine-In,C0365,Repeat,6,Sweet Section,Gulab Jamun,Dessert,4,200,120,Cash,Yes,0,12,Evening
106045,1/3/2026,Saturday,Night,Takeaway,C2709,Repeat,3,Juice Bar,Mango Juice,Drink,1,250,90,Online,No,15,24,Night
106046,12/8/2025,Monday,Morning,Takeaway,C0130,Repeat,4,Juice Bar,Pomegranate Juice,Drink,2,350,160,Card,No,0,10,Evening
106047,10/22/2025,Wednesday,Evening,Dine-In,C0876,New,1,BBQ,Beef Kebab,BBQ,5,200,140,Cash,Yes,5,21,Night
106048,1/19/2026,Monday,Evening,Dine-In,C0866,Repeat,3,Juice Bar,Banana Shake,Drink,5,220,150,Card,Yes,0,24,Evening
106049,12/24/2025,Wednesday,Evening,Takeaway,C2869,New,1,Sweet Section,Custard,Dessert,4,150,100,Online,No,15,20,Evening
106050,10/5/2025,Sunday,Afternoon,Takeaway,C2006,Repeat,4,BBQ,Chicken Malai Boti,BBQ,2,520,350,Online,No,5,9,Night
106051,11/9/2025,Sunday,Evening,Dine-In,C1529,Repeat,3,Sweet Section,Gajar Halwa,Dessert,1,300,210,Card,No,5,20,Evening
106052,12/8/2025,Monday,Morning,Dine-In,C2843,Repeat,3,Sweet Section,Gulab Jamun,Dessert,1,200,120,Online,Yes,5,20,Night
106053,1/27/2026,Tuesday,Night,Takeaway,C2870,Repeat,3,Desi Food,Chicken Handi,Main Course,4,1600,1050,Online,Yes,10,7,Night
106054,11/4/2025,Tuesday,Night,Dine-In,C0599,Repeat,6,Desi Food,Chicken Karahi,Main Course,1,1800,1100,Card,No,15,4,Night
106055,12/19/2025,Friday,Evening,Takeaway,C2893,Repeat,4,Desi Food,Chicken White Karahi,Main Course,2,1950,1200,Card,Yes,0,6,Night
106056,10/22/2025,Wednesday,Afternoon,Takeaway,C1644,Repeat,5,BBQ,Chicken Malai Boti,BBQ,2,520,350,Online,Yes,10,21,Night
106057,11/9/2025,Sunday,Evening,Dine-In,C2930,Repeat,2,Juice Bar,Fresh Lime Soda,Drink,3,180,70,Card,Yes,0,20,Morning
106058,10/18/2025,Saturday,Afternoon,Takeaway,C2211,Repeat,5,BBQ,Beef Kebab,BBQ,3,200,140,Cash,Yes,15,26,Morning
106059,10/30/2025,Thursday,Evening,Takeaway,C2088,Repeat,4,Sweet Section,Gajar Halwa,Dessert,5,300,210,Online,No,15,23,Evening
106060,1/6/2026,Tuesday,Night,Takeaway,C0769,Repeat,2,Juice Bar,Fresh Lime Soda,Drink,3,180,70,Cash,No,15,14,Evening
106061,1/23/2026,Friday,Evening,Takeaway,C0759,Repeat,2,Sweet Section,Ras Malai,Dessert,3,260,180,Online,Yes,5,4,Evening
106062,11/30/2025,Sunday,Afternoon,Dine-In,C1055,Repeat,2,Sweet Section,Kheer,Dessert,1,180,140,Online,No,5,16,Evening
106063,1/24/2026,Saturday,Morning,Dine-In,C2277,Repeat,6,BBQ,Chicken Tikka,BBQ,3,450,280,Online,Yes,5,17,Morning
106064,12/12/2025,Friday,Night,Dine-In,C2430,Repeat,5,BBQ,Chicken Tikka,BBQ,4,450,280,Online,No,5,10,Night
106065,1/29/2026,Thursday,Afternoon,Takeaway,C2187,Repeat,6,Desi Food,Mutton Karahi,Main Course,3,3200,2200,Cash,Yes,15,18,Morning
106066,11/7/2025,Friday,Afternoon,Takeaway,C2246,Repeat,4,Juice Bar,Fresh Lime Soda,Drink,1,180,70,Online,No,5,10,Evening
106067,1/4/2026,Sunday,Evening,Dine-In,C0303,New,1,Desi Food,Beef Nihari,Main Course,5,1400,950,Cash,No,5,15,Morning
106068,11/21/2025,Friday,Night,Takeaway,C2966,Repeat,2,BBQ,Chicken Boti,BBQ,5,480,310,Online,No,10,25,Night
106069,10/17/2025,Friday,Night,Dine-In,C0277,New,1,Juice Bar,Strawberry Shake,Drink,5,280,170,Card,No,5,14,Night
106070,1/29/2026,Thursday,Evening,Dine-In,C0865,New,1,BBQ,Chicken Boti,BBQ,1,480,310,Online,Yes,5,12,Morning
106071,1/20/2026,Tuesday,Night,Dine-In,C0039,Repeat,2,BBQ,Seekh Kebab,BBQ,3,180,110,Online,Yes,15,28,Night
106072,12/20/2025,Saturday,Evening,Takeaway,C2340,Repeat,4,Sweet Section,Custard,Dessert,2,150,100,Online,Yes,0,28,Evening
106073,10/11/2025,Saturday,Night,Dine-In,C2853,New,1,Juice Bar,Orange Juice,Drink,4,220,80,Online,Yes,10,20,Evening
106074,12/6/2025,Saturday,Afternoon,Takeaway,C0474,Repeat,2,Desi Food,Chicken White Karahi,Main Course,4,1950,1200,Cash,Yes,15,30,Night
106075,11/8/2025,Saturday,Afternoon,Dine-In,C2485,Repeat,4,Desi Food,Chicken White Karahi,Main Course,2,1950,1200,Card,Yes,0,14,Night
106076,1/1/2026,Thursday,Night,Takeaway,C0756,Repeat,2,Juice Bar,Banana Shake,Drink,4,220,150,Card,No,10,13,Night
106077,1/15/2026,Thursday,Night,Dine-In,C1645,Repeat,2,BBQ,Chicken Boti,BBQ,1,480,310,Online,No,5,26,Evening
106078,12/13/2025,Saturday,Night,Takeaway,C2866,Repeat,3,BBQ,Chicken Tikka,BBQ,2,450,280,Online,No,0,5,Night
106079,1/12/2026,Monday,Night,Dine-In,C2939,Repeat,6,BBQ,Beef Boti,BBQ,5,700,520,Card,Yes,0,13,Morning
106080,1/16/2026,Friday,Evening,Takeaway,C2345,Repeat,2,Juice Bar,Strawberry Shake,Drink,1,280,170,Online,Yes,10,14,Morning
106081,10/20/2025,Monday,Afternoon,Dine-In,C0769,Repeat,5,BBQ,Chicken Malai Boti,BBQ,4,520,350,Online,Yes,15,13,Night
106082,10/14/2025,Tuesday,Night,Takeaway,C1304,Repeat,5,Juice Bar,Strawberry Shake,Drink,1,280,170,Cash,Yes,10,29,Morning
106083,12/8/2025,Monday,Evening,Dine-In,C2523,Repeat,5,Desi Food,Chicken White Karahi,Main Course,5,1950,1200,Cash,Yes,0,30,Morning
106084,12/27/2025,Saturday,Evening,Takeaway,C1750,Repeat,5,BBQ,Beef Kebab,BBQ,2,200,140,Cash,No,5,21,Night
106085,10/7/2025,Tuesday,Evening,Dine-In,C2623,Repeat,5,Sweet Section,Kheer,Dessert,1,180,140,Cash,No,5,5,Evening
106086,10/19/2025,Sunday,Evening,Dine-In,C2597,Repeat,6,BBQ,Beef Boti,BBQ,2,700,520,Cash,Yes,10,29,Evening
106087,12/4/2025,Thursday,Evening,Takeaway,C0423,Repeat,2,Sweet Section,Kheer,Dessert,2,180,140,Card,No,0,29,Evening
106088,10/18/2025,Saturday,Evening,Dine-In,C1412,Repeat,3,Juice Bar,Strawberry Shake,Drink,2,280,170,Card,Yes,10,13,Morning
106089,10/18/2025,Saturday,Evening,Dine-In,C0007,New,1,Desi Food,Chicken Handi,Main Course,2,1600,1050,Online,No,5,24,Morning
106090,1/10/2026,Saturday,Evening,Dine-In,C1975,Repeat,4,BBQ,Chicken Boti,BBQ,3,480,310,Online,No,10,16,Night
106091,12/1/2025,Monday,Night,Takeaway,C0142,Repeat,5,BBQ,Chicken Boti,BBQ,4,480,310,Cash,No,5,20,Night
106092,11/13/2025,Thursday,Evening,Dine-In,C2667,New,1,Juice Bar,Mango Juice,Drink,3,250,90,Online,Yes,10,15,Morning
106093,1/12/2026,Monday,Evening,Takeaway,C1983,Repeat,3,Desi Food,Mix Vegetable,Main Course,3,650,420,Cash,No,15,29,Night
106094,1/14/2026,Wednesday,Night,Dine-In,C0039,Repeat,3,BBQ,Chicken Boti,BBQ,5,480,310,Online,Yes,0,7,Night
106095,1/23/2026,Friday,Night,Takeaway,C0943,New,1,Sweet Section,Ras Malai,Dessert,1,260,180,Online,No,5,16,Evening
106096,1/24/2026,Saturday,Night,Dine-In,C0113,New,1,BBQ,Chicken Boti,BBQ,2,480,310,Online,Yes,15,17,Morning
106097,10/28/2025,Tuesday,Evening,Dine-In,C0837,Repeat,4,BBQ,Beef Boti,BBQ,3,700,520,Cash,No,5,28,Evening
106098,10/21/2025,Tuesday,Afternoon,Takeaway,C1901,New,1,BBQ,Chicken Boti,BBQ,4,480,310,Online,No,0,16,Evening
106099,10/22/2025,Wednesday,Night,Takeaway,C0391,Repeat,2,Desi Food,Chicken Handi,Main Course,4,1600,1050,Cash,No,10,10,Evening
106100,12/16/2025,Tuesday,Night,Takeaway,C2079,Repeat,5,Juice Bar,Fresh Lime Soda,Drink,5,180,70,Card,Yes,0,21,Night
106101,11/26/2025,Wednesday,Evening,Dine-In,C2069,Repeat,4,BBQ,Chicken Tikka,BBQ,1,450,280,Online,No,15,24,Night
106102,11/5/2025,Wednesday,Evening,Dine-In,C1567,Repeat,3,BBQ,Chicken Tikka,BBQ,4,450,280,Card,No,15,10,Morning
106103,1/12/2026,Monday,Night,Dine-In,C0593,Repeat,6,BBQ,Chicken Boti,BBQ,3,480,310,Cash,No,5,25,Night
106104,12/27/2025,Saturday,Evening,Takeaway,C1771,Repeat,3,Sweet Section,Gulab Jamun,Dessert,1,200,120,Cash,No,0,7,Night
106105,12/1/2025,Monday,Night,Dine-In,C0964,Repeat,4,Juice Bar,Mango Juice,Drink,3,250,90,Card,No,5,15,Night
106106,11/14/2025,Friday,Evening,Dine-In,C0699,Repeat,3,Desi Food,Daal Chana,Main Course,4,550,360,Online,Yes,0,18,Morning
106107,1/15/2026,Thursday,Morning,Dine-In,C0346,Repeat,2,BBQ,Chicken Malai Boti,BBQ,1,520,350,Online,No,15,14,Morning
106108,11/22/2025,Saturday,Afternoon,Takeaway,C0280,Repeat,2,Sweet Section,Gulab Jamun,Dessert,4,200,120,Online,Yes,15,12,Evening
106109,12/27/2025,Saturday,Night,Dine-In,C1811,Repeat,4,Sweet Section,Custard,Dessert,3,150,100,Cash,No,5,14,Night
106110,11/7/2025,Friday,Evening,Dine-In,C1267,New,1,Desi Food,Beef Nihari,Main Course,1,1400,950,Card,No,15,21,Morning
106111,1/24/2026,Saturday,Night,Dine-In,C2606,Repeat,2,BBQ,Beef Kebab,BBQ,3,200,140,Card,No,10,8,Evening
106112,12/10/2025,Wednesday,Night,Takeaway,C0568,Repeat,2,Sweet Section,Kheer,Dessert,3,180,140,Online,No,10,8,Evening
106113,11/28/2025,Friday,Evening,Dine-In,C0301,New,1,BBQ,Beef Boti,BBQ,3,700,520,Card,Yes,0,4,Morning
106114,1/4/2026,Sunday,Afternoon,Dine-In,C1363,Repeat,3,Juice Bar,Orange Juice,Drink,1,220,80,Online,No,0,18,Night
106115,12/30/2025,Tuesday,Night,Takeaway,C0623,Repeat,2,Desi Food,Daal Chana,Main Course,2,550,360,Card,No,15,24,Night
106116,1/22/2026,Thursday,Night,Dine-In,C0080,Repeat,3,Juice Bar,Pomegranate Juice,Drink,1,350,160,Card,Yes,15,10,Evening
106117,10/16/2025,Thursday,Evening,Dine-In,C1500,New,1,Juice Bar,Pomegranate Juice,Drink,5,350,160,Cash,No,10,26,Morning
106118,12/2/2025,Tuesday,Night,Dine-In,C0222,Repeat,5,Sweet Section,Kheer,Dessert,2,180,140,Cash,Yes,15,25,Night
106119,1/11/2026,Sunday,Afternoon,Takeaway,C1370,Repeat,3,Desi Food,Mutton Karahi,Main Course,4,3200,2200,Online,No,10,8,Night
106120,12/4/2025,Thursday,Morning,Takeaway,C1716,New,1,Juice Bar,Mango Juice,Drink,5,250,90,Card,No,5,20,Night
106121,10/30/2025,Thursday,Afternoon,Takeaway,C1795,Repeat,6,Desi Food,Daal Mash,Main Course,4,600,400,Online,Yes,10,13,Evening
106122,11/2/2025,Sunday,Afternoon,Takeaway,C1989,Repeat,6,Sweet Section,Ras Malai,Dessert,3,260,180,Cash,Yes,15,19,Night
106123,12/20/2025,Saturday,Evening,Takeaway,C2744,Repeat,2,Juice Bar,Strawberry Shake,Drink,2,280,170,Online,No,15,14,Night
106124,11/23/2025,Sunday,Evening,Takeaway,C0969,Repeat,3,BBQ,Chicken Tikka,BBQ,2,450,280,Online,Yes,5,22,Evening
106125,11/6/2025,Thursday,Afternoon,Takeaway,C1407,Repeat,4,Juice Bar,Fresh Lime Soda,Drink,5,180,70,Online,Yes,5,11,Evening
106126,12/31/2025,Wednesday,Evening,Takeaway,C1740,Repeat,6,BBQ,Chicken Boti,BBQ,4,480,310,Online,Yes,10,28,Evening
106127,1/23/2026,Friday,Evening,Dine-In,C1344,Repeat,3,Desi Food,Mix Vegetable,Main Course,1,650,420,Card,No,10,30,Morning
106128,11/10/2025,Monday,Evening,Dine-In,C0918,Repeat,4,BBQ,Seekh Kebab,BBQ,5,180,110,Card,No,0,10,Night
106129,11/19/2025,Wednesday,Night,Takeaway,C0918,Repeat,2,BBQ,Beef Kebab,BBQ,5,200,140,Cash,No,15,25,Morning
106130,12/1/2025,Monday,Night,Dine-In,C2908,Repeat,4,Sweet Section,Ras Malai,Dessert,4,260,180,Cash,No,5,4,Night
106131,10/2/2025,Thursday,Night,Dine-In,C1046,New,1,Sweet Section,Ras Malai,Dessert,2,260,180,Cash,No,15,15,Morning
106132,12/27/2025,Saturday,Evening,Dine-In,C2484,Repeat,4,Desi Food,Chicken White Karahi,Main Course,2,1950,1200,Card,Yes,15,6,Morning
106133,11/2/2025,Sunday,Night,Dine-In,C2432,Repeat,5,BBQ,Beef Boti,BBQ,2,700,520,Card,Yes,5,5,Night
106134,10/27/2025,Monday,Night,Takeaway,C2960,Repeat,5,Desi Food,Beef Nihari,Main Course,1,1400,950,Cash,Yes,5,8,Morning
106135,11/21/2025,Friday,Afternoon,Dine-In,C2804,Repeat,3,Desi Food,Chicken Karahi,Main Course,4,1800,1100,Card,Yes,10,5,Evening
106136,1/3/2026,Saturday,Night,Takeaway,C0136,Repeat,4,Sweet Section,Gulab Jamun,Dessert,3,200,120,Online,No,0,13,Morning
106137,12/7/2025,Sunday,Afternoon,Dine-In,C2816,Repeat,6,Sweet Section,Custard,Dessert,3,150,100,Cash,No,5,20,Night
106138,12/9/2025,Tuesday,Night,Dine-In,C0989,Repeat,6,Sweet Section,Gajar Halwa,Dessert,4,300,210,Online,Yes,5,18,Night
106139,12/16/2025,Tuesday,Evening,Takeaway,C1573,Repeat,5,BBQ,Chicken Tikka,BBQ,1,450,280,Card,No,10,9,Morning
106140,11/5/2025,Wednesday,Evening,Dine-In,C2875,Repeat,6,BBQ,Beef Kebab,BBQ,3,200,140,Online,Yes,15,13,Evening
106141,11/24/2025,Monday,Night,Takeaway,C2911,Repeat,5,Juice Bar,Mango Juice,Drink,4,250,90,Card,No,0,21,Morning
106142,11/18/2025,Tuesday,Night,Dine-In,C2675,Repeat,6,Sweet Section,Custard,Dessert,5,150,100,Card,Yes,0,16,Night
106143,10/26/2025,Sunday,Afternoon,Takeaway,C2865,Repeat,5,BBQ,Chicken Malai Boti,BBQ,3,520,350,Cash,No,10,16,Morning
106144,10/22/2025,Wednesday,Evening,Takeaway,C2925,New,1,Juice Bar,Orange Juice,Drink,2,220,80,Online,No,5,4,Evening
106145,10/13/2025,Monday,Evening,Dine-In,C1536,Repeat,3,Juice Bar,Strawberry Shake,Drink,4,280,170,Card,Yes,5,14,Morning
106146,1/4/2026,Sunday,Evening,Takeaway,C0842,Repeat,5,BBQ,Chicken Tikka,BBQ,2,450,280,Card,Yes,0,16,Evening
106147,11/21/2025,Friday,Night,Takeaway,C0379,New,1,Sweet Section,Gajar Halwa,Dessert,1,300,210,Cash,No,5,23,Evening
106148,12/27/2025,Saturday,Evening,Takeaway,C1995,Repeat,5,Sweet Section,Gulab Jamun,Dessert,4,200,120,Online,Yes,10,14,Morning
106149,1/6/2026,Tuesday,Night,Takeaway,C2088,New,1,BBQ,Beef Kebab,BBQ,4,200,140,Card,No,5,12,Morning
106150,12/21/2025,Sunday,Night,Takeaway,C0096,New,1,BBQ,Seekh Kebab,BBQ,1,180,110,Card,Yes,15,12,Evening
106151,1/4/2026,Sunday,Evening,Dine-In,C2927,Repeat,2,BBQ,Chicken Tikka,BBQ,2,450,280,Cash,No,0,13,Morning
106152,10/28/2025,Tuesday,Night,Takeaway,C1497,Repeat,4,Juice Bar,Mango Juice,Drink,3,250,90,Online,Yes,10,22,Morning
106153,11/4/2025,Tuesday,Afternoon,Takeaway,C2954,Repeat,4,Sweet Section,Ras Malai,Dessert,3,260,180,Card,No,5,11,Morning
106154,11/14/2025,Friday,Afternoon,Dine-In,C1393,Repeat,2,BBQ,Beef Boti,BBQ,2,700,520,Cash,Yes,0,17,Morning
106155,11/15/2025,Saturday,Night,Dine-In,C2624,Repeat,2,Juice Bar,Fresh Lime Soda,Drink,3,180,70,Cash,Yes,0,23,Night
106156,10/7/2025,Tuesday,Evening,Dine-In,C2304,Repeat,3,Juice Bar,Mango Juice,Drink,1,250,90,Online,Yes,15,30,Morning
106157,1/2/2026,Friday,Afternoon,Takeaway,C1174,Repeat,2,Desi Food,Daal Mash,Main Course,3,600,400,Cash,No,10,6,Morning
106158,12/19/2025,Friday,Evening,Dine-In,C2901,Repeat,5,Juice Bar,Mango Juice,Drink,3,250,90,Cash,No,15,17,Night
106159,10/4/2025,Saturday,Night,Takeaway,C2922,New,1,Juice Bar,Pomegranate Juice,Drink,3,350,160,Card,No,15,12,Evening
106160,11/26/2025,Wednesday,Night,Dine-In,C1466,Repeat,3,BBQ,Seekh Kebab,BBQ,4,180,110,Card,No,15,30,Morning
106161,12/31/2025,Wednesday,Evening,Takeaway,C0967,Repeat,2,Sweet Section,Gulab Jamun,Dessert,4,200,120,Cash,Yes,0,20,Morning
106162,11/27/2025,Thursday,Afternoon,Dine-In,C0208,Repeat,5,BBQ,Seekh Kebab,BBQ,3,180,110,Cash,Yes,5,15,Morning
106163,11/14/2025,Friday,Afternoon,Dine-In,C0626,Repeat,5,Juice Bar,Strawberry Shake,Drink,1,280,170,Online,No,5,19,Morning
106164,10/5/2025,Sunday,Afternoon,Dine-In,C0023,Repeat,4,Desi Food,Chicken Handi,Main Course,3,1600,1050,Online,No,0,11,Morning
106165,1/1/2026,Thursday,Evening,Dine-In,C2413,Repeat,4,Juice Bar,Fresh Lime Soda,Drink,3,180,70,Cash,Yes,10,29,Morning
106166,11/5/2025,Wednesday,Night,Dine-In,C2994,New,1,BBQ,Beef Kebab,BBQ,3,200,140,Online,Yes,0,6,Night
106167,11/17/2025,Monday,Evening,Takeaway,C1550,New,1,Desi Food,Mutton Karahi,Main Course,1,3200,2200,Cash,Yes,0,27,Night
106168,10/1/2025,Wednesday,Afternoon,Dine-In,C1860,Repeat,2,Desi Food,Mix Vegetable,Main Course,2,650,420,Cash,No,15,4,Evening
106169,10/27/2025,Monday,Evening,Dine-In,C1671,Repeat,6,Sweet Section,Kheer,Dessert,3,180,140,Online,Yes,5,14,Night
106170,11/23/2025,Sunday,Night,Dine-In,C2237,Repeat,3,Sweet Section,Ras Malai,Dessert,3,260,180,Card,Yes,0,13,Night
106171,10/25/2025,Saturday,Evening,Dine-In,C1197,New,1,Juice Bar,Orange Juice,Drink,1,220,80,Online,Yes,10,27,Night
106172,12/22/2025,Monday,Evening,Takeaway,C2840,Repeat,5,Sweet Section,Custard,Dessert,4,150,100,Cash,Yes,0,25,Morning
106173,1/23/2026,Friday,Evening,Dine-In,C2743,Repeat,4,Sweet Section,Gulab Jamun,Dessert,2,200,120,Online,Yes,0,28,Morning
106174,12/4/2025,Thursday,Afternoon,Takeaway,C1459,Repeat,5,BBQ,Beef Kebab,BBQ,2,200,140,Card,Yes,5,19,Night
106175,12/29/2025,Monday,Morning,Takeaway,C2941,New,1,Juice Bar,Pomegranate Juice,Drink,5,350,160,Card,No,5,18,Evening
106176,11/27/2025,Thursday,Afternoon,Takeaway,C3000,Repeat,4,BBQ,Beef Boti,BBQ,4,700,520,Cash,Yes,0,20,Night
106177,12/4/2025,Thursday,Night,Takeaway,C2920,New,1,Desi Food,Chicken Karahi,Main Course,4,1800,1100,Online,No,5,12,Morning
106178,12/1/2025,Monday,Night,Dine-In,C1713,Repeat,2,Juice Bar,Strawberry Shake,Drink,3,280,170,Card,No,15,8,Morning
106179,11/22/2025,Saturday,Night,Takeaway,C1457,Repeat,3,Juice Bar,Fresh Lime Soda,Drink,5,180,70,Cash,Yes,10,14,Night
106180,11/12/2025,Wednesday,Evening,Dine-In,C2737,New,1,Sweet Section,Gulab Jamun,Dessert,1,200,120,Online,Yes,5,10,Night
106181,11/3/2025,Monday,Afternoon,Dine-In,C1862,New,1,Juice Bar,Fresh Lime Soda,Drink,1,180,70,Cash,No,5,23,Night
106182,10/26/2025,Sunday,Evening,Dine-In,C1283,Repeat,6,Sweet Section,Gulab Jamun,Dessert,4,200,120,Online,Yes,0,12,Night
106183,10/15/2025,Wednesday,Afternoon,Dine-In,C2344,Repeat,3,Juice Bar,Strawberry Shake,Drink,1,280,170,Card,No,15,10,Evening
106184,1/15/2026,Thursday,Night,Dine-In,C2046,Repeat,4,Sweet Section,Ras Malai,Dessert,2,260,180,Cash,No,5,7,Morning
106185,1/11/2026,Sunday,Evening,Dine-In,C2333,Repeat,4,Desi Food,Mutton Karahi,Main Course,5,3200,2200,Cash,Yes,10,15,Morning
106186,1/26/2026,Monday,Afternoon,Takeaway,C0268,New,1,Sweet Section,Gulab Jamun,Dessert,2,200,120,Card,No,15,26,Evening
106187,1/1/2026,Thursday,Afternoon,Takeaway,C2805,Repeat,6,Desi Food,Mix Vegetable,Main Course,1,650,420,Cash,Yes,15,29,Evening
106188,11/11/2025,Tuesday,Morning,Dine-In,C2818,Repeat,3,Desi Food,Daal Chana,Main Course,2,550,360,Cash,Yes,5,18,Evening
106189,12/27/2025,Saturday,Morning,Takeaway,C1400,Repeat,6,Juice Bar,Strawberry Shake,Drink,1,280,170,Online,No,10,23,Evening
106190,12/8/2025,Monday,Night,Dine-In,C2967,Repeat,3,BBQ,Chicken Malai Boti,BBQ,1,520,350,Online,No,10,15,Evening
106191,12/20/2025,Saturday,Evening,Dine-In,C0314,Repeat,3,Desi Food,Beef Nihari,Main Course,4,1400,950,Cash,Yes,15,5,Morning
106192,12/17/2025,Wednesday,Night,Takeaway,C2079,Repeat,3,Sweet Section,Gajar Halwa,Dessert,4,300,210,Cash,Yes,10,8,Morning
106193,10/26/2025,Sunday,Morning,Takeaway,C2059,New,1,Juice Bar,Banana Shake,Drink,3,220,150,Online,No,0,6,Evening
106194,12/14/2025,Sunday,Evening,Takeaway,C0602,New,1,Juice Bar,Orange Juice,Drink,3,220,80,Cash,No,0,21,Morning
106195,1/27/2026,Tuesday,Afternoon,Dine-In,C1421,Repeat,6,Sweet Section,Gajar Halwa,Dessert,1,300,210,Cash,Yes,15,7,Night
106196,10/31/2025,Friday,Night,Takeaway,C1882,Repeat,6,Juice Bar,Pomegranate Juice,Drink,5,350,160,Card,Yes,5,17,Night
106197,10/3/2025,Friday,Morning,Takeaway,C1031,Repeat,5,Juice Bar,Strawberry Shake,Drink,1,280,170,Card,No,0,28,Evening
106198,10/10/2025,Friday,Afternoon,Dine-In,C1552,New,1,Juice Bar,Fresh Lime Soda,Drink,5,180,70,Card,No,15,18,Evening
106199,1/16/2026,Friday,Morning,Takeaway,C0360,Repeat,3,Desi Food,Mix Vegetable,Main Course,3,650,420,Card,Yes,5,13,Night
106200,11/13/2025,Thursday,Evening,Dine-In,C0766,Repeat,2,Juice Bar,Orange Juice,Drink,3,220,80,Card,No,10,16,Evening
106201,11/5/2025,Wednesday,Night,Dine-In,C1244,Repeat,2,Desi Food,Chicken White Karahi,Main Course,2,1950,1200,Card,Yes,10,6,Night
106202,11/12/2025,Wednesday,Morning,Dine-In,C2254,Repeat,3,Sweet Section,Gulab Jamun,Dessert,5,200,120,Card,Yes,0,22,Evening
106203,1/8/2026,Thursday,Afternoon,Dine-In,C2969,Repeat,6,BBQ,Beef Kebab,BBQ,5,200,140,Card,No,5,25,Evening
